0.186781	13.3333
0.207074	19.04
0.227625	18.48
0.24814	18.48
0.268665	18.48
0.28912	18.48
0.309273	19.04
0.329704	18.48
0.350012	18.48
0.37041	18.48
0.39065	18.48
0.41096	18.48
0.431669	19.04
0.451955	19.6
0.472146	18.48
0.492775	19.04
0.513364	19.04
0.533938	19.04
0.554498	19.04
0.575039	19.04
0.595588	19.04
0.616153	19.04
0.636388	19.6
0.656621	18.48
0.676725	18.48
0.697044	18.48
0.717234	18.48
0.737634	18.48
0.75857	19.04
0.778695	19.04
0.799052	18.48
0.8195	18.48
0.839991	18.48
0.860057	17.92
0.880691	18.48
0.901217	18.48
0.921401	17.92
0.941571	17.92
0.961904	17.36
0.982372	16.8
1.0028	16.8
1.02283	15.68
1.04295	15.12
1.06316	15.12
1.08329	15.12
1.10397	15.12
1.12401	14.56
1.14405	14.56
1.16407	14.56
1.18476	15.12
1.20533	15.12
1.22596	15.12
1.24632	15.12
1.2669	15.12
1.28712	15.12
1.30768	15.12
1.32788	15.12
1.34842	15.12
1.36852	15.12
1.38905	15.12
1.40918	15.12
1.42972	15.12
1.44981	15.12
1.47031	15.12
1.4913	15.68
1.51226	15.68
1.53321	15.68
1.55418	15.68
1.57514	15.68
1.59612	15.68
1.6171	15.68
1.63712	15.12
1.65764	15.12
1.67774	15.12
1.69831	15.12
1.71853	15.12
1.73911	15.12
1.75938	15.12
1.78001	15.12
1.80042	15.12
1.82111	15.12
1.84162	15.12
1.8623	15.12
1.8829	15.12
1.90367	15.12
1.92393	14.56
1.94394	14
1.96434	14
1.98462	13.44
2.00511	13.44
2.02561	14
2.04565	14
2.0662	14.56
2.08655	13.44
2.10657	12.32
2.12671	12.32
2.14716	12.32
2.16798	12.88
2.18885	12.88
2.20974	12.88
2.23059	12.88
2.25145	12.88
2.27235	12.88
2.29264	12.32
2.31288	12.32
2.33291	12.32
2.35376	12.88
2.37396	12.32
2.3941	12.32
2.41447	12.32
2.43525	12.32
2.45617	11.76
2.47703	11.76
2.49737	11.76
2.5179	12.32
2.5382	12.32
2.55868	12.32
2.57959	12.32
2.60014	12.32
2.62086	11.76
2.6409	11.2
2.66167	11.2
