0.110024	0
0.121792	0
0.122955	0
0.124117	0
0.125278	1
0.131206	2
0.132371	2
0.133527	2
0.134682	2
0.135837	2
0.13699	2
0.138143	2
0.141781	2
0.142929	2
0.144077	2
0.145223	2
0.146368	2
0.147513	2
0.148655	2
0.149798	3
0.150939	3
0.152079	3
0.153219	3
0.155216	3
0.156361	3
0.157505	2
0.15865	2
0.15979	2
0.160933	2
0.162075	2
0.163212	2
0.164352	1
0.166349	1
0.167493	1
0.168637	1
0.16978	1
0.170921	1
0.172064	1
0.173204	1
0.174341	1
0.175479	1
0.177476	1
0.178618	1
0.179761	1
0.180905	1
0.182045	1
0.183188	1
0.184329	1
0.185466	1
0.186602	1
0.188599	1
0.189741	1
0.190883	1
0.192023	1
0.193163	1
0.194306	1
0.195447	1
0.196585	1
0.19772	1
0.199718	1
0.20086	1
0.202	1
0.20314	1
0.204277	1
0.205421	1
0.206562	1
0.207697	1
0.208833	1
0.21083	1
0.211974	1
0.213112	1
0.214252	1
0.21539	1
0.216531	1
0.217672	1
0.218806	1
0.219941	1
0.221937	1
0.223082	1
0.224218	1
0.225358	1
0.226495	1
0.227636	1
0.228776	1
0.229909	1
0.231043	1
0.233036	1
0.234179	1
0.235314	1
0.236453	1
0.237588	1
0.238727	1
0.239867	1
0.240998	1
0.242131	1
0.24412	1
0.245262	1
0.246395	1
0.247534	1
0.248667	1
0.249805	1
0.250945	1
0.252074	1
0.253206	1
0.255194	1
0.256334	1
0.257467	1
0.258605	1
0.259736	1
0.260874	1
0.262013	1
0.263141	1
0.264273	1
0.266258	1
0.267396	1
0.268529	1
0.269664	1
0.270793	1
0.271929	1
0.273065	1
0.274191	1
0.27532	1
0.2773	1
0.278437	1
0.279566	1
0.280699	1
0.281827	1
0.282958	1
0.284093	1
0.285216	1
0.286345	1
0.288322	1
0.289458	1
0.290587	1
0.291719	1
0.292849	1
0.293981	1
0.295117	1
0.296241	1
0.297371	1
0.299349	1
0.300486	1
0.301617	1
0.30275	1
0.303881	1
0.305012	1
0.30615	1
0.307273	1
0.308403	1
0.310379	1
0.311513	1
0.312643	1
0.313774	1
0.314904	1
0.316033	1
0.31717	1
0.318291	1
0.319422	1
0.321394	1
0.322527	1
0.323655	1
0.324787	1
0.325916	1
0.327044	1
0.32818	1
0.329301	1
0.330431	1
0.332401	1
0.333533	1
0.334659	1
0.335789	1
0.336918	1
0.338043	1
0.33918	1
0.340298	1
0.341428	1
0.343395	1
0.344525	1
0.34565	1
0.346779	1
0.347905	1
0.349028	1
0.350161	1
0.351277	1
0.352405	1
0.354366	1
0.355491	1
0.356614	1
0.35774	1
0.358864	1
0.359983	0
0.361113	0
0.362227	0
0.363351	0
0.365306	0
0.366428	0
0.367545	0
0.368668	0
0.369789	0
0.370905	0
0.372033	0
0.373143	0
0.374267	0
0.376219	0
0.377339	0
0.378455	0
0.379575	0
0.380695	0
0.38181	0
0.382936	0
0.384046	0
0.385169	0
0.387119	0
0.388241	0
0.389357	0
0.390477	0
0.391597	0
0.39271	0
0.393837	0
0.394945	0
0.396068	0
0.398016	0
0.399137	0
0.400253	0
0.401372	0
0.40249	0
0.403602	0
0.404727	0
0.405834	0
0.406955	0
0.408901	0
0.410019	0
0.411134	0
0.412252	0
0.413368	0
0.41448	0
0.415603	0
0.416711	0
0.417831	0
0.419775	0
0.420893	0
0.422006	0
0.423124	0
0.42424	0
0.425352	0
0.426475	0
0.427582	0
